0.038531292	0.061438374	-0.02852931	0.0036531123	-0.029228877	-0.067213945	-0.1390427	0.082721986	-0.092162	-0.0049275234	-0.03340885	-0.10229163	0.11802351	-0.13196993	0.05727107	0.099613935
-0.0085528055	0.0327937	0.069834866	0.014144069	-0.0120026795	-0.017912416	-0.030768486	0.030438019	-0.040597755	0.010478323	0.081580706	-0.03320947	0.03238064	-0.045328896	0.010217953	-0.020875938
-0.054900676	-0.050654527	0.09039738	0.048520025	0.026102373	-0.037228897	-0.01753395	-0.092330635	0.022581829	0.04968045	0.002130155	0.021292817	-0.014218793	-0.0018720005	-0.046991248	-0.008191064
-0.026915252	0.033034164	0.029316181	0.012869634	0.041938927	-0.023052692	-0.065734066	0.09549626	-0.08275415	-0.021711925	0.043802753	-0.04992924	0.020318937	-0.046614233	0.05498957	0.016255869
0.025588252	0.065252334	0.07757053	-0.05249502	-0.10006094	-0.15394042	-0.09514029	0.15966646	-0.13485387	-0.09361449	0.039746065	-0.13554384	0.121040896	-0.1663277	0.08681609	0.08254578
-0.058315776	-0.10172256	0.17266835	0.06259783	0.095807046	-0.031825993	0.0064188885	-0.05969488	0.06624766	0.11478371	0.08763211	0.06627739	-0.057400122	0.045702606	-0.076176964	-0.060985215
-0.10369912	-0.09003831	-0.040572736	0.047280315	0.041352138	-0.028237766	-0.022271302	0.14575247	-0.0943437	0.052035604	0.07480968	0.0006670387	0.013184311	-0.010822062	-0.02115743	-0.040912762
-0.00403441	-0.02802118	0.068654895	-0.008566316	-0.03397841	-0.053733036	-0.025079744	0.17925565	-0.07671782	0.010737641	0.03558397	-0.021677664	0.07277681	-0.121939644	0.047669627	0.04198523
0.041598007	0.079520114	0.11521747	-0.046005297	-0.037009224	-0.11136211	-0.098570906	0.09740763	-0.06575382	-0.01913981	-0.018861838	-0.055146456	0.076465644	-0.05543909	-0.00077309966	0.058345184
-0.06693793	-0.049458884	-0.05231094	0.055893637	0.04637712	0.059863783	0.040124808	-0.024785602	0.030342838	0.11487201	0.043467846	0.0035417841	0.011013069	0.067488395	-0.016514579	-0.018748105
-0.01832411	-0.012224031	0.21143293	0.019755494	0.040430684	-0.002843175	-0.021418313	0.1537203	-0.07702362	0.013173607	0.051995806	-0.014685847	0.025949243	-0.029621668	0.0037037306	0.026404133
0.100663684	0.03927281	-0.19606574	0.0077803032	-0.038168155	-0.10276712	-0.03838545	-0.19548066	-0.007911767	-0.018189771	-0.07138437	-0.07895592	0.011197513	0.017793424	0.05326952	0.058016602
-0.01954217	-0.03705272	0.017682033	0.016668241	0.07722448	0.01622244	0.0056908242	-0.0057919724	0.016662171	0.058066793	0.009418921	-0.03396667	-0.012467164	0.015058207	-0.050267715	-0.022821242
-0.015713554	-0.011068819	-0.05612388	0.034319967	0.10579162	0.030383497	0.0005469557	0.011438452	-0.069685325	0.12588686	0.026322313	-0.018138742	-0.003029338	0.03146662	-0.034234606	-0.02026936
0.064567044	0.12103956	-0.1792798	-0.03625944	-0.029684007	-0.14557356	-0.11720139	-0.030306526	-0.01194706	-0.09975605	-0.13044636	-0.14477143	0.12805894	-0.08338593	0.1392531	0.093621805
-0.03505512	-0.055097222	-0.0029240306	0.071370974	0.08335005	0.046730664	0.037821192	-0.085568555	0.05232205	0.09211218	0.05537025	0.019180125	0.007687732	-0.02368909	-0.01903068	-0.0042770696
-0.053314198	-0.04162047	-0.034852676	0.037809514	0.027302045	-0.051468752	0.01794389	-0.0024489732	0.01238686	0.0065827477	0.023560086	-0.014669054	0.04633758	0.046421677	-0.053286422	-0.043050047
-0.08760777	-0.098530196	-0.14617401	0.09862703	0.0944421	-0.0001870737	0.088338755	-0.29359525	0.12520273	0.08276416	-0.015016694	0.05323438	-0.01174986	0.08655124	-0.0651605	-0.063381515
